sample_ID,total_count,population,cell_population,percentage
sample06695,103001,monocyte,15111,0.14670731352122796
sample06696,100155,monocyte,15558,0.15533922420248614
sample06697,97253,monocyte,16470,0.1693521022487738
sample06698,89997,monocyte,14870,0.16522772981321598
sample06699,94091,monocyte,21040,0.22361331051854055
sample06700,99376,monocyte,27246,0.27417082595395265
sample06701,93268,monocyte,16954,0.1817772440708496
sample06702,110608,monocyte,26403,0.23870786923188198
sample06703,91536,monocyte,19957,0.21802350987589583
sample06704,110954,monocyte,21756,0.1960812589000847
sample06705,92891,monocyte,19318,0.2079641730630524
sample06706,105593,monocyte,25158,0.23825442974439592
sample06707,94599,monocyte,20816,0.22004460935105022
sample06708,99994,monocyte,18620,0.18621117267036022
sample06709,103344,monocyte,22030,0.21317154358259793
sample06710,105339,monocyte,25271,0.23990165086055498
sample06711,93221,monocyte,20765,0.22275023868012572
sample06712,92776,monocyte,18430,0.1986505130637234
sample06713,93589,monocyte,29048,0.3103783564307771
sample06714,92391,monocyte,18339,0.19849335974283208
sample06715,94305,monocyte,25572,0.2711627167170352
sample06716,97267,monocyte,23258,0.239115013313868
sample06717,92260,monocyte,20979,0.22738998482549316
sample06718,110041,monocyte,18093,0.16442053416453867
sample06719,99123,monocyte,30183,0.3045004691141309
sample06720,98148,monocyte,26683,0.27186493866405836
sample06721,91173,monocyte,14037,0.15396005396334442
sample06722,100584,monocyte,21997,0.21869283385031416
sample06723,95561,monocyte,16375,0.17135651573340588
sample06724,109347,monocyte,29568,0.27040522373727677
sample06725,111696,monocyte,16414,0.1469524423435038
sample06726,102549,monocyte,25009,0.24387366039649339
sample06727,107659,monocyte,18538,0.17219182790105797
sample06728,102004,monocyte,21283,0.20864868044390417
sample06729,104380,monocyte,19334,0.18522705499137765
sample06730,97366,monocyte,17529,0.18003204404001397
sample06731,106888,monocyte,17453,0.1632830626450116
sample06732,95144,monocyte,20712,0.2176910787858404
sample06733,90482,monocyte,17023,0.1881368670011715
sample06734,108188,monocyte,23851,0.2204588309239472
sample06735,104314,monocyte,27165,0.26041566807906896
sample06736,104407,monocyte,18902,0.18104150104878025
sample06737,105277,monocyte,26726,0.25386361693437315
sample06738,108060,monocyte,20951,0.19388302794743661
sample06739,98634,monocyte,22558,0.22870409797838473
sample06740,93172,monocyte,15756,0.16910659854892027
sample06741,109411,monocyte,19051,0.1741232600012796
sample06742,92749,monocyte,11608,0.1251549881939428
sample06743,95615,monocyte,17432,0.1823144904042253
sample06744,100426,monocyte,17122,0.17049369685141297
sample06745,106549,monocyte,19848,0.18628049066626623
sample06746,96388,monocyte,15832,0.1642528115533054
sample06747,95039,monocyte,18004,0.18943802018118877
sample06748,101841,monocyte,14002,0.13748883062813602
sample06749,113026,monocyte,17539,0.15517668501052856
sample06750,110661,monocyte,17082,0.1543633258329493
sample06751,111276,monocyte,19357,0.17395485100111435
sample06752,90100,monocyte,16149,0.17923418423973364
sample06753,94081,monocyte,13339,0.14178208139794432
sample06754,93488,monocyte,15544,0.1662673284271778
sample06755,109645,monocyte,25224,0.23005152993752565
sample06756,96574,monocyte,22687,0.2349183009919854
sample06757,98703,monocyte,15805,0.16012684518201067
sample06758,100138,monocyte,14429,0.14409115420719407
sample06759,106858,monocyte,22698,0.21241273465720864
sample06760,91857,monocyte,18659,0.20313095354736166
sample06761,92796,monocyte,28072,0.3025130393551446
sample06762,102937,monocyte,17766,0.1725910022635204
sample06763,106580,monocyte,27588,0.2588478138487521
sample06764,89501,monocyte,15504,0.17322711478084044
sample06765,101212,monocyte,16723,0.16522744338615974
sample06766,109530,monocyte,16737,0.1528074500136949
sample06767,103859,monocyte,19547,0.18820708845646503
sample06768,100519,monocyte,17241,0.1715198121748127
sample06769,100579,monocyte,23176,0.23042583441871564
sample06770,96441,monocyte,17629,0.1827956989247312
sample06771,107821,monocyte,19182,0.1779059737898925
sample06772,107821,monocyte,24966,0.23155044008124576
sample06773,106619,monocyte,18639,0.17481874712762266
sample06774,95934,monocyte,20106,0.20958158734129714
sample06775,100698,monocyte,22766,0.2260819480029395
sample06776,108191,monocyte,19147,0.17697405514321893
sample06777,90274,monocyte,20302,0.22489310321908856
sample06778,92671,monocyte,22388,0.2415858251232856
sample06779,90212,monocyte,16041,0.17781448144371037
sample06780,96498,monocyte,19236,0.19934091898277684
sample06781,91781,monocyte,15549,0.16941414889792006
sample06782,91651,monocyte,25002,0.27279571417660475
sample06783,110956,monocyte,22435,0.20219726738526983
sample06784,109490,monocyte,24539,0.22412092428532285
sample06785,109936,monocyte,25574,0.23262625527579683
sample06786,97158,monocyte,14899,0.1533481545523786
sample06787,107242,monocyte,17680,0.16486078215624475
sample06788,107487,monocyte,26349,0.245136621172793
sample06789,93214,monocyte,24229,0.25992876606518334
sample06790,104136,monocyte,18274,0.17548206191902896
sample06791,89351,monocyte,18442,0.20639948069971237
sample06792,98157,monocyte,23680,0.24124616685514025
sample06793,109355,monocyte,22927,0.2096566229253349
sample06794,96461,monocyte,15311,0.15872736131700896
sample06795,101065,monocyte,20822,0.206025824964132
sample06796,94015,monocyte,19242,0.20466946763814284
sample06797,91545,monocyte,20881,0.22809547217215578
sample06798,97226,monocyte,19158,0.19704605763890318
sample06799,105579,monocyte,19079,0.18070828479148315
sample06800,102755,monocyte,27965,0.2721522067052698
sample06801,92251,monocyte,16737,0.1814289275997008
sample06802,105778,monocyte,28088,0.2655372572746696
sample06803,107790,monocyte,21907,0.20323777715929123
sample06804,100133,monocyte,18584,0.18559316109574267
sample06805,91725,monocyte,16540,0.18032161351866993
sample06806,93036,monocyte,11986,0.128831850036545
sample06807,90367,monocyte,20302,0.22466165746345457
sample06808,101894,monocyte,19736,0.19369148330618094
sample06809,103331,monocyte,21886,0.21180478268864136
sample06810,97448,monocyte,15017,0.15410270092767425
sample06811,101040,monocyte,22214,0.2198535233570863
sample06812,105774,monocyte,22682,0.21443833078072116
sample06813,94061,monocyte,20005,0.2126811324565973
sample06814,92212,monocyte,23167,0.25123628161193773
sample06815,93872,monocyte,12835,0.13672873700357935
sample06816,100945,monocyte,19539,0.19356084996780426
sample06817,111040,monocyte,18541,0.16697586455331412
sample06818,111071,monocyte,22332,0.20106058287041623
sample06819,98879,monocyte,18887,0.19101123595505617
sample06820,105122,monocyte,24377,0.23189246779931888
sample06821,92886,monocyte,15923,0.17142518786469435
sample06822,100263,monocyte,20798,0.20743444740332925
sample06823,100995,monocyte,10594,0.10489628199415812
sample06824,96822,monocyte,15235,0.1573506021358782
sample06825,93300,monocyte,23910,0.2562700964630225
sample06826,111591,monocyte,19829,0.17769354159385614
sample06827,104817,monocyte,12858,0.12267094078250665
sample06828,89949,monocyte,19046,0.21174220947425765
sample06829,97939,monocyte,15933,0.1626828944547116
sample06830,93113,monocyte,27218,0.29231149248762256
sample06831,103457,monocyte,22603,0.21847724175261218
sample06832,106086,monocyte,21566,0.20328789849744547
sample06833,94199,monocyte,15149,0.16081911697576406
sample06834,97864,monocyte,18317,0.18716790648246545
sample06835,94306,monocyte,16037,0.17005280682035076
sample06836,98714,monocyte,16470,0.1668456348643556
sample06837,99837,monocyte,16615,0.1664212666646634
sample06838,96707,monocyte,25386,0.26250426546165223
sample06839,104127,monocyte,19422,0.18652222766429458
sample06840,106028,monocyte,16860,0.15901459991700306
sample06841,95421,monocyte,15589,0.1633707464813825
sample06842,103125,monocyte,17535,0.17003636363636362
sample06843,105413,monocyte,18215,0.1727965241478755
sample06844,93724,monocyte,24496,0.2613631513806496
sample06845,104924,monocyte,20661,0.1969139567687088
sample06846,107854,monocyte,22661,0.21010810911046415
sample06847,108623,monocyte,18481,0.17013892085469928
sample06848,94411,monocyte,15051,0.15941998284098252
sample06849,105783,monocyte,9023,0.08529725948403807
sample06850,111432,monocyte,15838,0.14213152415823102
sample06851,93538,monocyte,16964,0.18135944749727384
sample06852,90266,monocyte,16487,0.1826490594465247
sample06853,92229,monocyte,18091,0.1961530538117078
sample06854,98484,monocyte,16220,0.16469680354169206
sample06855,106430,monocyte,19012,0.17863384384102227
sample06856,96117,monocyte,18097,0.18828094925975633
sample06857,103084,monocyte,13727,0.13316324550851732
sample06858,94605,monocyte,19921,0.21057026584218594
sample06859,101741,monocyte,19458,0.19125033172467343
sample06860,106807,monocyte,31656,0.2963850683943936
sample06861,111539,monocyte,26573,0.23823953953325744
sample06862,98741,monocyte,20871,0.21137116294143263
sample06863,94682,monocyte,14727,0.15554170803320588
sample06864,104159,monocyte,19508,0.1872905845870256
sample06865,112221,monocyte,21423,0.19090009891196835
sample06866,92893,monocyte,17882,0.19250104959469497
sample06867,90698,monocyte,20899,0.23042404463163466
sample06868,108606,monocyte,24533,0.2258899140010681
sample06869,104173,monocyte,22425,0.21526691177176427
sample06870,101263,monocyte,23203,0.22913601216633914
sample06871,107538,monocyte,13547,0.12597407428071938
sample06872,103508,monocyte,17516,0.16922363488812459
sample06873,106336,monocyte,28005,0.26336330123382484
sample06874,109137,monocyte,26618,0.24389528757433318
sample06875,106713,monocyte,16484,0.15447040191916636
sample06876,106058,monocyte,21477,0.20250240434479247
sample06877,91383,monocyte,18754,0.2052241664204502
sample06878,107656,monocyte,13920,0.12930073567659953
sample06879,102155,monocyte,21444,0.2099163036562087
sample06880,94111,monocyte,19022,0.2021230249386363
sample06881,94911,monocyte,19840,0.20903794080770405
sample06882,94509,monocyte,18420,0.19490207281846172
sample06883,108200,monocyte,21125,0.19524029574861368
sample06884,96048,monocyte,22375,0.23295643844744293
sample06885,101891,monocyte,19996,0.19624893268296512
sample06886,99533,monocyte,13260,0.13322214742849106
sample06887,101116,monocyte,22267,0.22021242928913326
sample06888,104644,monocyte,16926,0.16174840411299263
sample06889,104017,monocyte,14253,0.1370256784948614
sample06890,100059,monocyte,23243,0.2322929471611749
sample06891,105389,monocyte,20872,0.19804723453111805
sample06892,107155,monocyte,26323,0.24565349260417152
sample06893,94393,monocyte,9756,0.10335512167215789
sample06894,115950,monocyte,21212,0.18294092281155672
sample06895,101400,monocyte,22708,0.2239447731755424
sample06896,102926,monocyte,18018,0.1750578085226279
sample06897,104394,monocyte,23973,0.22963963446175067
sample06898,109949,monocyte,24253,0.22058408898671203
sample06899,95864,monocyte,25731,0.268411499624468
sample06900,100622,monocyte,20030,0.19906183538391206
sample06901,99089,monocyte,23554,0.2377054970783841
sample06902,91114,monocyte,18129,0.19897052044691266
sample06903,98956,monocyte,21395,0.21620720320142287
sample06904,96090,monocyte,21893,0.22783848475387658
sample06905,111242,monocyte,14368,0.12915984969705688
sample06906,101397,monocyte,16918,0.16684911782399875
sample06907,95510,monocyte,22333,0.2338289184378599
sample06908,100974,monocyte,18274,0.18097728128032958
sample06909,96477,monocyte,19545,0.20258714512267173
sample06910,101730,monocyte,20896,0.20540646810183819
sample06911,97980,monocyte,18116,0.18489487650540926
sample06912,107020,monocyte,25138,0.23489067464025415
sample06913,91598,monocyte,10823,0.11815760169436014
sample06914,93102,monocyte,21288,0.22865244570471097
sample06915,100554,monocyte,22016,0.21894703343477137
sample06916,108470,monocyte,14793,0.13637872222734396
sample06917,99073,monocyte,15884,0.16032622409738273
sample06918,97843,monocyte,26144,0.26720358124750876
sample06919,92875,monocyte,15024,0.1617658142664872
sample06920,101977,monocyte,17358,0.17021485236867137
sample06921,98425,monocyte,23621,0.23998983997967996
sample06922,101411,monocyte,11849,0.1168413682933804
sample06923,93211,monocyte,23755,0.2548518951625881
sample06924,109523,monocyte,25102,0.2291938679546762
sample06925,108350,monocyte,18806,0.17356714351638208
sample06926,104438,monocyte,19491,0.18662747275895747
sample06927,106943,monocyte,21762,0.20349157962653003
sample06928,93864,monocyte,14390,0.15330691212818545
sample06929,98345,monocyte,19560,0.1988916569220601
sample06930,107550,monocyte,26382,0.24529986052998606
sample06931,107642,monocyte,18259,0.16962709722970587
sample06932,103377,monocyte,19125,0.185002466699556
sample06933,99911,monocyte,19178,0.19195083624425738
sample06934,97752,monocyte,19515,0.19963785907193715
sample06935,93820,monocyte,17925,0.1910573438499254
sample06936,101972,monocyte,25293,0.2480386772839603
sample06937,101197,monocyte,23676,0.23395950472840105
sample06938,103032,monocyte,12865,0.12486411988508425
sample06939,93402,monocyte,13444,0.14393696066465386
sample06940,110784,monocyte,40320,0.36395147313691506
sample06941,100496,monocyte,18774,0.18681340550867695
sample06942,90013,monocyte,17633,0.1958939264328486
sample06943,91880,monocyte,20703,0.22532651284283847
sample06944,108966,monocyte,20153,0.1849475983334251
sample06945,108123,monocyte,22172,0.20506275260582854
sample06946,105318,monocyte,24933,0.23674015837748533
sample06947,91727,monocyte,18845,0.20544659696708711
sample06948,107515,monocyte,20326,0.18905269032228061
sample06949,98915,monocyte,22011,0.2225243896274579
sample06950,94303,monocyte,18751,0.19883778882962366
sample06951,108145,monocyte,31845,0.29446576355818577
sample06952,102529,monocyte,15767,0.15378088150669567
sample06953,103247,monocyte,21769,0.2108438986120662
sample06954,96404,monocyte,30227,0.3135450811169661
sample06955,109670,monocyte,32043,0.2921765295887663
sample06956,98237,monocyte,21353,0.21736209371214513
sample06957,88227,monocyte,18904,0.2142654742879164
sample06958,91983,monocyte,16008,0.17403215811617365
sample06959,103137,monocyte,11551,0.11199666463053996
sample06960,96270,monocyte,18248,0.1895502233302171
sample06961,97972,monocyte,18708,0.19095251704568653
sample06962,108790,monocyte,15770,0.14495817630296903
sample06963,95270,monocyte,19072,0.2001889367062034
sample06964,107316,monocyte,19308,0.17991725371799172
sample06965,110811,monocyte,19694,0.17772603802871556
sample06966,91843,monocyte,22300,0.24280565748070077
sample06967,106054,monocyte,31242,0.294585777056971
sample06968,96139,monocyte,13037,0.135605737525874
sample06969,95577,monocyte,18795,0.1966477290561537
sample06970,93728,monocyte,23164,0.24714066234209628
sample06971,91886,monocyte,16557,0.18019067104890843
sample06972,93488,monocyte,15941,0.17051386274174227
sample06973,97841,monocyte,21662,0.22140002657372676
sample06974,107558,monocyte,15145,0.1408077502370814
sample06975,107868,monocyte,18784,0.17413876219082583
sample06976,96900,monocyte,24751,0.2554282765737874
sample06977,92575,monocyte,18142,0.19597083445854713
sample06978,92042,monocyte,18640,0.20251624258490689
sample06979,100111,monocyte,18884,0.1886306200117869
sample06980,95908,monocyte,22593,0.2355695041081036
sample06981,97777,monocyte,17933,0.18340714073861952
sample06982,90205,monocyte,18354,0.20346987417548917
sample06983,107806,monocyte,19657,0.1823367901601024
sample06984,97724,monocyte,21618,0.22121484998567395
sample06985,97571,monocyte,20756,0.2127271422861301
sample06986,91728,monocyte,18527,0.20197758590615733
sample06987,92515,monocyte,19742,0.2133924228503486
sample06988,105043,monocyte,25110,0.23904496253915064
sample06989,100529,monocyte,19519,0.19416287837340468
sample06990,96373,monocyte,18862,0.1957187178981665
sample06991,102972,monocyte,22973,0.22309948335469837
sample06992,91202,monocyte,24620,0.26995022038990374
sample06993,94792,monocyte,19193,0.2024748923959828
sample06994,97535,monocyte,14979,0.15357563951402062
sample06995,95848,monocyte,20895,0.21800141891327937
sample06996,103962,monocyte,23690,0.22787172236009312
sample06997,96049,monocyte,20228,0.21060083915501462
sample06998,89366,monocyte,19407,0.21716312691627687
sample06999,97434,monocyte,21367,0.21929716526058665
sample07000,94722,monocyte,15316,0.16169422098350963
sample07001,105474,monocyte,14805,0.1403663462085443
sample07002,109363,monocyte,23110,0.21131461280323327
sample07003,90212,monocyte,17382,0.19267946614641068
sample07004,103660,monocyte,21923,0.21148948485433147
sample07005,105812,monocyte,19740,0.1865572902884361
sample07006,94670,monocyte,14760,0.1559100031689025
sample07007,92947,monocyte,10267,0.11046080024099755
sample07008,97150,monocyte,21621,0.22255275347400927
sample07009,105249,monocyte,20939,0.19894725840625563
sample07010,99667,monocyte,21582,0.216541081802402
sample07011,96728,monocyte,14984,0.15490860970970144
sample07012,107514,monocyte,16516,0.15361720334096024
sample07013,94293,monocyte,13225,0.14025431368182156
sample07014,100542,monocyte,18870,0.18768275944381452
sample07015,107898,monocyte,25848,0.2395595840516043
sample07016,105983,monocyte,26151,0.2467471198211034
sample07017,94883,monocyte,17231,0.18160260531391292
sample07018,103622,monocyte,21675,0.20917372758680589
sample07019,89182,monocyte,26050,0.2920993025498419
sample07020,89316,monocyte,23942,0.2680594742263424
sample07021,94363,monocyte,17325,0.18359950404289818
sample07022,94899,monocyte,21109,0.22243648510521713
sample07023,96341,monocyte,14183,0.14721665749784618
sample07024,107538,monocyte,22417,0.20845654559318566
sample07025,108208,monocyte,40986,0.37877051604317613
sample07026,93932,monocyte,15600,0.16607758804241365
sample07027,98577,monocyte,15675,0.15901275145317872
sample07028,105342,monocyte,19482,0.184940479580794
sample07029,110645,monocyte,15652,0.14146143070179404
sample07030,99628,monocyte,14507,0.1456116754326093
sample07031,95553,monocyte,20948,0.21922911891829666
sample07032,90526,monocyte,12515,0.13824757528223935
sample07033,93211,monocyte,24183,0.25944362789799486
sample07034,90869,monocyte,17762,0.1954682014768513
sample07035,93939,monocyte,21308,0.22682804798858833
sample07036,100936,monocyte,19415,0.1923496076721883
sample07037,96525,monocyte,20143,0.20868168868168868
sample07038,107530,monocyte,23264,0.21634892588114946
sample07039,91005,monocyte,16499,0.18129773089390694
sample07040,93247,monocyte,25265,0.27094705459693075
sample07041,100626,monocyte,15279,0.15183948482499554
sample07042,109401,monocyte,21510,0.1966161186826446
sample07043,102805,monocyte,15515,0.15091678420310295
sample07044,95295,monocyte,26446,0.27751718348286897
sample07045,100578,monocyte,21971,0.21844737417725546
sample07046,107604,monocyte,35779,0.3325062265343296
sample07047,102126,monocyte,14946,0.1463486281652077
sample07048,99623,monocyte,13919,0.13971673207994137
sample07049,101939,monocyte,25230,0.24750095645435016
sample07050,92916,monocyte,17995,0.1936695509922941
sample07051,108928,monocyte,21382,0.19629480023501764
sample07052,92190,monocyte,22115,0.2398850200672524
sample07053,103122,monocyte,23231,0.2252768565388569
sample07054,97228,monocyte,19625,0.20184514748837784
sample07055,100199,monocyte,13223,0.13196738490404095
sample07056,98814,monocyte,20812,0.21061792863359444
sample07057,107294,monocyte,25220,0.23505508229723937
sample07058,91686,monocyte,17105,0.1865606526623476
sample07059,111748,monocyte,25050,0.22416508572860364
sample07060,95233,monocyte,21064,0.22118383333508343
sample07061,111820,monocyte,21867,0.19555535682346628
sample07062,93383,monocyte,15746,0.1686174143045308
sample07063,93665,monocyte,16512,0.17628783430310146
sample07064,95242,monocyte,25299,0.2656286092270217
sample07065,97694,monocyte,12862,0.13165598706164144
sample07066,107920,monocyte,30564,0.2832097850259451
sample07067,104391,monocyte,16383,0.15693881656464637
sample07068,105019,monocyte,12070,0.11493158380864416
sample07069,94793,monocyte,15697,0.16559239606300044
sample07070,96588,monocyte,11117,0.1150971135130658
sample07071,97340,monocyte,25050,0.25734538730223955
sample07072,107158,monocyte,16986,0.15851359674499338
sample07073,98942,monocyte,15529,0.1569505366780538
sample07074,114548,monocyte,23028,0.20103362782414358
sample07075,104387,monocyte,19090,0.18287717819268684
sample07076,98276,monocyte,18226,0.18545728356872482
sample07077,103764,monocyte,26479,0.2551848425272734
sample07078,108528,monocyte,18956,0.17466460268317854
sample07079,94094,monocyte,27471,0.2919527281229409
sample07080,95107,monocyte,14755,0.1551410516576067
sample07081,103569,monocyte,23563,0.2275101623072541
sample07082,94620,monocyte,21277,0.22486789262312407
sample07083,104858,monocyte,28347,0.27033702721776115
sample07084,100385,monocyte,13256,0.1320516013348608
sample07085,89133,monocyte,12377,0.13885990598319364
sample07086,95121,monocyte,14747,0.15503411444370854
sample07087,90400,monocyte,18256,0.20194690265486726
sample07088,102710,monocyte,24469,0.23823386233083438
sample07089,101432,monocyte,13966,0.1376883034939664
sample07090,110839,monocyte,21358,0.19269390737917158
sample07091,106452,monocyte,18194,0.17091271183256304
sample07092,100035,monocyte,10522,0.10518318588494027
sample07093,95906,monocyte,16246,0.16939503263612288
sample07094,97476,monocyte,17636,0.18092658705732692
sample07095,98463,monocyte,16052,0.1630257050871901
sample07096,94331,monocyte,17043,0.18067231344944928
sample07097,109307,monocyte,22330,0.20428700815135353
sample07098,93589,monocyte,15759,0.16838517347124127
sample07099,102289,monocyte,13922,0.13610456647342334
sample07100,88979,monocyte,19690,0.22128816911855606
sample07101,107784,monocyte,26828,0.2489052178430936
sample07102,99147,monocyte,18596,0.18755988582609662
sample07103,102795,monocyte,25251,0.24564424339705238
sample07104,105425,monocyte,19702,0.18688166943324638
sample07105,102593,monocyte,20403,0.19887321747097755
sample07106,101138,monocyte,15317,0.15144653839308667
sample07107,101002,monocyte,24544,0.24300508900813844
sample07108,110105,monocyte,23082,0.2096362563008038
sample07109,102586,monocyte,15127,0.14745676798003626
sample07110,92228,monocyte,20545,0.2227631521880557
sample07111,98302,monocyte,17286,0.17584586274948627
sample07112,105809,monocyte,16482,0.1557712481924978
sample07113,105584,monocyte,12516,0.11854068798302773
sample07114,88257,monocyte,18146,0.20560408806100366
sample07115,101787,monocyte,15455,0.1518366785542358
sample07116,105934,monocyte,20213,0.19080748390507296
sample07117,112253,monocyte,22680,0.20204359794393023
sample07118,104130,monocyte,17111,0.16432344185153175
sample07119,98943,monocyte,26257,0.2653750138968901
sample07120,93141,monocyte,26662,0.28625417377953855
sample07121,99779,monocyte,18795,0.18836628949979456
sample07122,98584,monocyte,12088,0.1226162460439828
sample07123,106281,monocyte,15531,0.14613148163829848
sample07124,103347,monocyte,27094,0.26216532652133107
sample07125,106015,monocyte,26423,0.24923831533273594
sample07126,91057,monocyte,19486,0.2139978255378499
sample07127,102067,monocyte,27140,0.2659037690928508
sample07128,95773,monocyte,21891,0.22857172689588923
sample07129,98980,monocyte,22181,0.22409577692463123
sample07130,103583,monocyte,26583,0.25663477597675294
sample07131,105801,monocyte,17063,0.1612744681052164
sample07132,104975,monocyte,17792,0.16948797332698262
sample07133,111748,monocyte,22831,0.2043079070766367
sample07134,107551,monocyte,20500,0.190607246794544
sample07135,105044,monocyte,17980,0.171166368378965
sample07136,104244,monocyte,20435,0.19603046698131307
sample07137,104504,monocyte,22743,0.21762803337671285
sample07138,107497,monocyte,17472,0.16253476841214173
sample07139,101938,monocyte,15932,0.15629107889109067
sample07140,89807,monocyte,21113,0.23509303283708397
sample07141,90436,monocyte,19262,0.21299040205228006
sample07142,110317,monocyte,28135,0.25503775483379715
sample07143,99659,monocyte,27263,0.27356284931616814
sample07144,103346,monocyte,25414,0.2459117914578213
sample07145,103122,monocyte,12865,0.12475514439207928
sample07146,109983,monocyte,22662,0.20605002591309565
sample07147,107949,monocyte,16987,0.15736134656180234
sample07148,92968,monocyte,12714,0.13675673349969883
sample07149,104165,monocyte,18644,0.17898526376422022
sample07150,107728,monocyte,16419,0.15241162928857865
sample07151,98309,monocyte,21511,0.21881007842618683
sample07152,90712,monocyte,13541,0.14927462739218625
sample07153,99270,monocyte,25087,0.2527148181726604
sample07154,97830,monocyte,17702,0.18094653991618112
sample07155,104129,monocyte,18290,0.17564751414111343
sample07156,108011,monocyte,17454,0.16159465239651516
sample07157,106084,monocyte,17760,0.16741450171562158
sample07158,104261,monocyte,26129,0.250611446274254
sample07159,106740,monocyte,23549,0.22062019861345325
sample07160,106003,monocyte,22882,0.21586181523164438
sample07161,97864,monocyte,19109,0.1952607700482302
sample07162,97036,monocyte,20505,0.2113133270126551
sample07163,94115,monocyte,17746,0.18855655315305744
sample07164,96596,monocyte,26497,0.2743074247380844
sample07165,113810,monocyte,22113,0.19429751339952553
sample07166,101572,monocyte,20513,0.20195526326152877
sample07167,100190,monocyte,24950,0.24902684898692484
sample07168,102255,monocyte,31268,0.3057845582123124
sample07169,106301,monocyte,21976,0.20673370899615243
sample07170,106554,monocyte,26528,0.24896296713403532
sample07171,101243,monocyte,27396,0.2705964856829608
sample07172,94723,monocyte,24198,0.2554606589740612
sample07173,92542,monocyte,19678,0.21263858572323918
sample07174,94741,monocyte,22821,0.2408777614760241
sample07175,99625,monocyte,25919,0.26016562107904645
sample07176,102125,monocyte,26028,0.2548641370869033
sample07177,101256,monocyte,18632,0.18400884885833926
sample07178,98151,monocyte,32629,0.3324367556112521
sample07179,107040,monocyte,30867,0.2883688340807175
sample07180,108031,monocyte,29416,0.27229221242050894
sample07181,98980,monocyte,17432,0.17611638714891897
sample07182,94366,monocyte,22850,0.24214229701375495
sample07183,96732,monocyte,19398,0.2005334325766034
sample07184,104925,monocyte,14660,0.13971884679533
sample07185,98520,monocyte,23388,0.23739342265529842
sample07186,98363,monocyte,16793,0.1707247643931153
sample07187,96692,monocyte,17415,0.18010797170396722
sample07188,98886,monocyte,18720,0.18930890115891025
sample07189,89719,monocyte,22043,0.2456893188733713
sample07190,107266,monocyte,22927,0.21373967519997017
sample07191,93174,monocyte,19042,0.2043703178998433
sample07192,103458,monocyte,21681,0.20956330104970133
sample07193,109794,monocyte,21942,0.19984698617410787
sample07194,95191,monocyte,19647,0.20639556260570852
sample07195,109434,monocyte,24530,0.2241533709815962
sample07196,98387,monocyte,19980,0.2030756095825668
sample07197,107674,monocyte,19207,0.1783810390623549
sample07198,101091,monocyte,23820,0.23562928450603912
sample07199,109206,monocyte,29303,0.2683277475596579
sample07200,105358,monocyte,22709,0.2155412972911407
sample07201,104466,monocyte,26979,0.2582562747688243
sample07202,108821,monocyte,27740,0.2549140331369864
sample07203,102514,monocyte,22266,0.21719960200557972
sample07204,111926,monocyte,16467,0.14712399263799297
sample07205,98266,monocyte,17569,0.17879022245741152
sample07206,92330,monocyte,17122,0.18544351781652768
sample07207,94818,monocyte,14942,0.15758611234153852
sample07208,90534,monocyte,28891,0.319117679545806
sample07209,101402,monocyte,19196,0.18930593084949016
sample07210,95726,monocyte,12659,0.132242024110482
sample07211,106194,monocyte,21971,0.2068949281503663
sample07212,96662,monocyte,19839,0.2052409426661977
sample07213,93079,monocyte,19197,0.2062441581882057
sample07214,103538,monocyte,23236,0.224420019702911
sample07215,95761,monocyte,20068,0.20956339219515252
sample07216,90185,monocyte,11733,0.13009924045018573
sample07217,106133,monocyte,18293,0.17235920967088464
sample07218,108425,monocyte,21531,0.1985796633617708
sample07219,96553,monocyte,22171,0.22962517995297918
sample07220,103990,monocyte,16149,0.15529377824790846
sample07221,111275,monocyte,20084,0.18048977757807233
sample07222,106207,monocyte,13407,0.1262346173039442
sample07223,96425,monocyte,25266,0.2620274824993518
sample07224,105020,monocyte,16212,0.15437059607693773
sample07225,109483,monocyte,26100,0.23839317519614917
sample07226,93858,monocyte,23757,0.25311640989580003
sample07227,106998,monocyte,21885,0.20453653339314753
sample07228,112270,monocyte,26981,0.24032243698227487
sample07229,102857,monocyte,17732,0.1723946838815054
sample07230,105131,monocyte,25637,0.24385766329626846
sample07231,101092,monocyte,25128,0.24856566296047164
sample07232,105820,monocyte,23131,0.2185881685881686
sample07233,94156,monocyte,16602,0.17632439780789327
sample07234,109405,monocyte,28571,0.26114894200447875
sample07235,111000,monocyte,23373,0.21056756756756756
sample07236,104518,monocyte,16439,0.1572839128188446
sample07237,93434,monocyte,18245,0.19527152856561852
sample07238,98645,monocyte,22966,0.2328146383496376
sample07239,106743,monocyte,17550,0.16441359152356594
sample07240,109326,monocyte,17387,0.1590381062144412
sample07241,109098,monocyte,15570,0.14271572347797393
sample07242,108074,monocyte,21127,0.1954864259673927
sample07243,105522,monocyte,25187,0.23868956236614167
sample07244,100280,monocyte,20624,0.2056641404068608
sample07245,103514,monocyte,15839,0.15301311899839634
sample07246,99205,monocyte,9356,0.09430976261277153
sample07247,108104,monocyte,24378,0.22550506919262933
sample07248,104797,monocyte,16163,0.15423151426090442
sample07249,111219,monocyte,19019,0.171004954189482
sample07250,93638,monocyte,17473,0.18660159337021295
sample07251,100828,monocyte,27353,0.2712837703812433
sample07252,100982,monocyte,26459,0.26201699312748805
sample07253,108330,monocyte,16746,0.15458321794516755
